question,response,context,score,reason
How does defining the special method `__init__` improve the process of creating and initializing objects in a class?,"The `__init__` method improves object creation by allowing for automatic, controlled initialization of attributes immediately upon instantiation. By using optional parameters with default values, it provides a flexible way to set an object's initial state, ensuring that objects are created in a consistent and valid format without requiring separate manual assignment steps.","17.5 The init method
The init method (short for “initialization”) is a special method that gets invoked when an
object is instantiated. Its full name is __init__ (two underscore characters, followed by
init, and then two more underscores). An init method for the Time class might look like
this:
# inside class Time:
def __init__(self, hour=0, minute=0, second=0):
self.hour = hour
self.minute = minute
self.second = second
It is common for the parameters of__init__ to have the same names as the attributes. The
statement
self.hour = hour
17.6. The __str__ method 165
stores the value of the parameter hour as an attribute of self.
The parameters are optional, so if you call Time with no arguments, you get the default
values.
>>> time = Time()
>>> time.print_time()
00:00:00
If you provide one argument, it overrides hour:
>>> time = Time (9)
>>> time.print_time()
09:00:00
If you provide two arguments, they override hour and minute.
>>> time = Time(9, 45)
>>> time.print_time()
09:45:00
>>> time = Time(9, 45)
>>> time.print_time()
09:45:00
And if you provide three arguments, they override all three default values.
As an exercise, write an init method for the Point class that takes x and y as optional
parameters and assigns them to the corresponding attributes.
17.6 The __str__ method
__str__ is a special method, like __init__, that is supposed to return a string representa-
tion of an object.
For example, here is a str method for Time objects:
# inside class Time:
def __str__(self):
return '%.2d:%.2d:%.2d' % (self.hour, self.minute, self.second)
When you print an object, Python invokes the str method:
>>> time = Time(9, 45)
>>> print(time)
09:45:00
When I write a new class, I almost always start by writing__init__, which makes it easier
to instantiate objects, and __str__, which is useful for debugging.
As an exercise, write a str method for the Point class. Create a Point object and print it.
17.7 Operator overloading
mentations. For objects, that means that the methods a class provides should not depend
on how the attributes are represented.
For example, in this chapter we developed a class that represents a time of day. Methods
provided by this class include time_to_int, is_after, and add_time.
We could implement those methods in several ways. The details of the implementation
depend on how we represent time. In this chapter, the attributes of a Time object are hour,
minute, and second.
As an alternative, we could replace these attributes with a single integer representing the
number of seconds since midnight. This implementation would make some methods, like
is_after, easier to write, but it makes other methods harder.
After you deploy a new class, you might discover a better implementation. If other parts
of the program are using your class, it might be time-consuming and error-prone to change
the interface.
But if you designed the interface carefully, you can change the implementation without",100,"The retrieved context fully explains the role of the `__init__` method in object creation and initialization, including default parameters, attribute assignment, and flexibility in instantiation. It provides concrete examples and details needed to produce the response without requiring outside knowledge. The extra information about `__str__` and operator overloading is not distracting but reinforces understanding of special methods."
"Explain how operator overloading works in Python with an example, and describe the purpose of the `__radd__` method.","Operator overloading in Python allows you to define custom behavior for built-in operators (like `+`, `-`, `*`) when they are used with user-defined objects. This is achieved by implementing specific ""special methods"" (often called dunder methods) within a class. When Python encounters an operator, it automatically invokes the corresponding method defined in the class.

**Example:**
If you define an `__add__` method inside a `Time` class, Python will call that method whenever you use the `+` operator on two `Time` objects:

```python
class Time:
    def __init__(self, hour, minute):
        self.hour = hour
        self.minute = minute

    def __add__(self, other):
        # Logic to add two time objects
        return ... 

# Python invokes __add__ here:
result = time1 + time2 
```

**Purpose of `__radd__`:**
The `__radd__` (""right-side add"") method handles cases where a custom object appears on the **right side** of the `+` operator, and the object on the left does not support the addition. For example, if you perform `1337 + start` (where `start` is a `Time` object), Python first checks if the integer `1337` knows how to add a `Time` object. Since it doesn't, Python falls back to `start.__radd__(1337)` to allow the custom object to define how it should be added to the value on the left.","17.7 Operator overloading
By deﬁning other special methods, you can specify the behavior of operators on
programmer-deﬁned types. For example, if you deﬁne a method named __add__ for the
Time class, you can use the + operator on Time objects.
Here is what the deﬁnition might look like:
166 Chapter 17. Classes and methods
# inside class Time:
def __add__(self, other):
seconds = self.time_to_int() + other.time_to_int()
return int_to_time(seconds)
And here is how you could use it:
>>> start = Time(9, 45)
>>> duration = Time(1, 35)
>>> print(start + duration)
11:20:00
When you apply the + operator to Time objects, Python invokes __add__. When you print
the result, Python invokes __str__. So there is a lot happening behind the scenes!
Changing the behavior of an operator so that it works with programmer-deﬁned types is
called operator overloading. For every operator in Python there is a corresponding spe-
cial method, like __add__. For more details, see http://docs.python.org/3/reference/
>>> time = Time(9, 45)
>>> time.print_time()
09:45:00
And if you provide three arguments, they override all three default values.
As an exercise, write an init method for the Point class that takes x and y as optional
parameters and assigns them to the corresponding attributes.
17.6 The __str__ method
__str__ is a special method, like __init__, that is supposed to return a string representa-
tion of an object.
For example, here is a str method for Time objects:
# inside class Time:
def __str__(self):
return '%.2d:%.2d:%.2d' % (self.hour, self.minute, self.second)
When you print an object, Python invokes the str method:
>>> time = Time(9, 45)
>>> print(time)
09:45:00
When I write a new class, I almost always start by writing__init__, which makes it easier
to instantiate objects, and __str__, which is useful for debugging.
As an exercise, write a str method for the Point class. Create a Point object and print it.
17.7 Operator overloading
problem: the special method __radd__, which stands for “right-side add”. This method
is invoked when a Time object appears on the right side of the + operator. Here’s the
deﬁnition:
# inside class Time:
def __radd__(self, other):
return self.__add__(other)
And here’s how it’s used:
>>> print(1337 + start)
10:07:17
As an exercise, write an add method for Points that works with either a Point object or a
tuple:
• If the second operand is a Point, the method should return a new Point whose x
coordinate is the sum of the x coordinates of the operands, and likewise for the y
coordinates.
• If the second operand is a tuple, the method should add the ﬁrst element of the tuple
to the x coordinate and the second element to the y coordinate, and return a new
Point with the result.
17.9 Polymorphism
Type-based dispatch is useful when it is necessary, but (fortunately) it is not always neces-
sary. Often you can avoid it by writing functions that work correctly for arguments with
different types.",100,"The retrieved context fully explains operator overloading in Python, including the use of `__add__` with a clear example. It also explicitly defines the purpose and usage of the `__radd__` method with code and explanation, matching the details in the response. There is no missing or irrelevant information that would hinder answering the question, and the response could be generated using only this context."
"What is type-based dispatch, and how can it be used within a method like `__add__` to handle different operand types?","Type-based dispatch is a technique where a method determines which internal logic to execute based on the data type of its arguments. 

Within an `__add__` method, this is implemented using `isinstance()` to check the type of the `other` operand. If the type matches a specific class (e.g., `Time`), the method calls a specialized function for that type; if it does not match, the method assumes a different type (e.g., `int`) and calls a fallback or alternative operation.","If other is a Time object, __add__ invokes add_time. Otherwise it assumes that the param-
eter is a number and invokes increment. This operation is called a type-based dispatch
because it dispatches the computation to different methods based on the type of the argu-
ments.
Here are examples that use the + operator with different types:
17.9. Polymorphism 167
>>> start = Time(9, 45)
>>> duration = Time(1, 35)
>>> print(start + duration)
11:20:00
>>> print(start + 1337)
10:07:17
Unfortunately, this implementation of addition is not commutative. If the integer is the
ﬁrst operand, you get
>>> print(1337 + start)
TypeError: unsupported operand type(s) for +: 'int' and 'instance'
The problem is, instead of asking the Time object to add an integer, Python is asking an
integer to add a Time object, and it doesn’t know how. But there is a clever solution for this
problem: the special method __radd__, which stands for “right-side add”. This method
cial method, like __add__. For more details, see http://docs.python.org/3/reference/
datamodel.html#specialnames.
As an exercise, write an add method for the Point class.
17.8 Type-based dispatch
In the previous section we added two Time objects, but you also might want to add an
integer to a Time object. The following is a version of __add__ that checks the type of
other and invokes either add_time or increment:
# inside class Time:
def __add__(self, other):
if isinstance(other, Time):
return self.add_time(other)
else:
return self.increment(other)
def add_time(self, other):
seconds = self.time_to_int() + other.time_to_int()
return int_to_time(seconds)
def increment(self, seconds):
seconds += self.time_to_int()
return int_to_time(seconds)
The built-in function isinstance takes a value and a class object, and returns True if the
value is an instance of the class.
If other is a Time object, __add__ invokes add_time. Otherwise it assumes that the param-
problem: the special method __radd__, which stands for “right-side add”. This method
is invoked when a Time object appears on the right side of the + operator. Here’s the
deﬁnition:
# inside class Time:
def __radd__(self, other):
return self.__add__(other)
And here’s how it’s used:
>>> print(1337 + start)
10:07:17
As an exercise, write an add method for Points that works with either a Point object or a
tuple:
• If the second operand is a Point, the method should return a new Point whose x
coordinate is the sum of the x coordinates of the operands, and likewise for the y
coordinates.
• If the second operand is a tuple, the method should add the ﬁrst element of the tuple
to the x coordinate and the second element to the y coordinate, and return a new
Point with the result.
17.9 Polymorphism
Type-based dispatch is useful when it is necessary, but (fortunately) it is not always neces-
sary. Often you can avoid it by writing functions that work correctly for arguments with
different types.",100,"The retrieved context thoroughly explains type-based dispatch and its use in an `__add__` method, including example code that checks operand type with `isinstance()` to call different methods accordingly. It also covers the related `__radd__` method and its role, providing complete and relevant information without missing key details. The response could be generated entirely from this context without outside knowledge."
"Why is it important to keep the interface of a class separate from its implementation, and how does this principle help maintain and modify code?","Keeping the interface separate from the implementation is important because it allows you to change the internal logic or data representation of a class without breaking the parts of the program that use it. This design principle improves maintainability by shielding other parts of the system from internal changes, making the code easier to modify, refactor, or optimize as requirements evolve.","returns a dictionary that maps from attribute names (as strings) to their values:
>>> p = Point(3, 4)
>>> vars(p)
{'y': 4, 'x': 3}
For purposes of debugging, you might ﬁnd it useful to keep this function handy:
def print_attributes(obj):
for attr in vars(obj):
print(attr, getattr(obj, attr))
print_attributes traverses the dictionary and prints each attribute name and its corre-
sponding value.
The built-in functiongetattr takes an object and an attribute name (as a string) and returns
the attribute’s value.
17.11. Interface and implementation 169
17.11 Interface and implementation
One of the goals of object-oriented design is to make software more maintainable, which
means that you can keep the program working when other parts of the system change, and
modify the program to meet new requirements.
A design principle that helps achieve that goal is to keep interfaces separate from imple-
mentations. For objects, that means that the methods a class provides should not depend
But if you designed the interface carefully, you can change the implementation without
changing the interface, which means that other parts of the program don’t have to change.
17.12 Glossary
object-oriented language: A language that provides features, such as programmer-
deﬁned types and methods, that facilitate object-oriented programming.
object-oriented programming: A style of programming in which data and the operations
that manipulate it are organized into classes and methods.
method: A function that is deﬁned inside a class deﬁnition and is invoked on instances of
that class.
subject: The object a method is invoked on.
positional argument: An argument that does not include a parameter name, so it is not a
keyword argument.
operator overloading: Changing the behavior of an operator like + so it works with a
programmer-deﬁned type.
type-based dispatch: A programming pattern that checks the type of an operand and in-
vokes different functions for different types.
mentations. For objects, that means that the methods a class provides should not depend
on how the attributes are represented.
For example, in this chapter we developed a class that represents a time of day. Methods
provided by this class include time_to_int, is_after, and add_time.
We could implement those methods in several ways. The details of the implementation
depend on how we represent time. In this chapter, the attributes of a Time object are hour,
minute, and second.
As an alternative, we could replace these attributes with a single integer representing the
number of seconds since midnight. This implementation would make some methods, like
is_after, easier to write, but it makes other methods harder.
After you deploy a new class, you might discover a better implementation. If other parts
of the program are using your class, it might be time-consuming and error-prone to change
the interface.
But if you designed the interface carefully, you can change the implementation without",75,"The retrieved context includes relevant explanations about the importance of separating interface from implementation, including how it helps maintain and modify code by allowing changes to the implementation without affecting the interface or other parts of the program. However, the context is somewhat fragmented and includes unrelated or distracting text (e.g., examples about attribute dictionaries and glossary terms). While the key ideas are present, the retrieval could be better focused and more concise to fully support the response without requiring outside knowledge."
"What is the difference between a class attribute and an instance attribute in the context of the `Card` class, and how are they accessed?","In the `Card` class:

*   **Class attributes** (e.g., `suit_names`, `rank_names`) are defined inside the class but outside any method; they are associated with the class itself, and only one copy exists for all instances.
*   **Instance attributes** (e.g., `suit`, `rank`) are associated with a specific object (instance) and vary from one card to another.

**Access:** Both are accessed using dot notation. Class attributes are accessed via the class name (e.g., `Card.rank_names`), while instance attributes are accessed via the instance reference (e.g., `self.rank`).","Both kinds of attribute are accessed using dot notation. For example, in __str__, self
is a Card object, and self.rank is its rank. Similarly, Card is a class object, and
Card.rank_names is a list of strings associated with the class.
18.3. Comparing cards 173
list
suit_names
list
rank_names
Card
type
1
11
suit
rank
card1
Card
Figure 18.1: Object diagram.
Every card has its own suit and rank, but there is only one copy of suit_names and
rank_names.
Putting it all together, the expression Card.rank_names[self.rank] means “use the at-
tribute rank from the object self as an index into the list rank_names from the class Card,
and select the appropriate string.”
The ﬁrst element of rank_names is None because there is no card with rank zero. By includ-
ing None as a place-keeper, we get a mapping with the nice property that the index 2 maps
to the string '2', and so on. To avoid this tweak, we could have used a dictionary instead
of a list.
In order to print Card objects in a way that people can easily read, we need a mapping
from the integer codes to the corresponding ranks and suits. A natural way to do that is
with lists of strings. We assign these lists to class attributes:
# inside class Card:
suit_names = ['Clubs', 'Diamonds', 'Hearts', 'Spades']
rank_names = [None, 'Ace', '2', '3', '4', '5', '6', '7',
'8', '9', '10', 'Jack', 'Queen', 'King']
def __str__(self):
return '%s of %s' % (Card.rank_names[self.rank],
Card.suit_names[self.suit])
Variables like suit_names and rank_names, which are deﬁned inside a class but outside
of any method, are called class attributes because they are associated with the class object
Card.
This term distinguishes them from variables like suit and rank, which are called instance
attributes because they are associated with a particular instance.
Both kinds of attribute are accessed using dot notation. For example, in __str__, self
As an exercise, write a Deck method named sort that uses the list method sort to sort the
cards in a Deck. sort uses the __lt__ method we deﬁned to determine the order.
18.7 Inheritance
Inheritance is the ability to deﬁne a new class that is a modiﬁed version of an existing class.
As an example, let’s say we want a class to represent a “hand”, that is, the cards held by
one player. A hand is similar to a deck: both are made up of a collection of cards, and both
require operations like adding and removing cards.
A hand is also different from a deck; there are operations we want for hands that don’t
make sense for a deck. For example, in poker we might compare two hands to see which
one wins. In bridge, we might compute a score for a hand in order to make a bid.
This relationship between classes—similar, but different—lends itself to inheritance. To
deﬁne a new class that inherits from an existing class, you put the name of the existing
class in parentheses:
class Hand(Deck):",100,"The retrieved context fully explains the difference between class and instance attributes in the `Card` class, including how each is defined, their association with the class or instances, and how both are accessed using dot notation. It provides concrete examples (`Card.rank_names` vs. `self.rank`) and clarifies the concepts with sufficient detail. Although there is some extra text on inheritance and other topics, it does not distract from the relevant information. The response could be generated solely from this context without relying on outside knowledge."
Explain how the `__lt__` method is used to compare two `Card` objects and why the ordering of suit versus rank matters.,"The `__lt__` (less than) method allows Python to use the `<` operator on `Card` objects by defining the logic for comparison. It compares two `Card` instances by first evaluating their suits and then their ranks.

The ordering matters because card comparison is not inherently strictly defined (a ""higher"" rank vs. ""higher"" suit conflict). By establishing a hierarchy—in this case, prioritizing suit over rank—you create a consistent, unambiguous rule that allows the program to rank any two cards relative to one another. Using tuple comparison `(self.suit, self.rank) < (other.suit, other.rank)` simplifies this by letting Python compare the suit first and, if they are equal, proceed to compare the rank.","or the 2 of Diamonds? One has a higher rank, but the other has a higher suit. In order to
compare cards, you have to decide whether rank or suit is more important.
The answer might depend on what game you are playing, but to keep things simple, we’ll
make the arbitrary choice that suit is more important, so all of the Spades outrank all of the
Diamonds, and so on.
174 Chapter 18. Inheritance
With that decided, we can write __lt__:
# inside class Card:
def __lt__(self, other):
# check the suits
if self.suit < other.suit: return True
if self.suit > other.suit: return False
# suits are the same... check ranks
return self.rank < other.rank
You can write this more concisely using tuple comparison:
# inside class Card:
def __lt__(self, other):
t1 = self.suit, self.rank
t2 = other.suit, other.rank
return t1 < t2
As an exercise, write an __lt__ method for Time objects. You can use tuple comparison,
but you also might consider comparing integers.
18.4 Decks
This code makes it easy to compare cards; because higher suits map to higher numbers, we
can compare suits by comparing their codes.
The mapping for ranks is fairly obvious; each of the numerical ranks maps to the corre-
sponding integer, and for face cards:
Jack ↦→ 11
Queen ↦→ 12
King ↦→ 13
I am using the ↦→symbol to make it clear that these mappings are not part of the Python
program. They are part of the program design, but they don’t appear explicitly in the code.
The class deﬁnition for Card looks like this:
class Card:
""""""Represents a standard playing card.""""""
def __init__(self, suit=0, rank=2):
self.suit = suit
self.rank = rank
As usual, the init method takes an optional parameter for each attribute. The default card
is the 2 of Clubs.
To create a Card, you callCard with the suit and rank of the card you want.
queen_of_diamonds = Card(1, 12)
18.2 Class attributes
In order to print Card objects in a way that people can easily read, we need a mapping
of a list.
With the methods we have so far, we can create and print cards:
>>> card1 = Card(2, 11)
>>> print(card1)
Jack of Hearts
Figure 18.1 is a diagram of the Card class object and one Card instance. Card is a class
object; its type is type. card1 is an instance of Card, so its type is Card. To save space, I
didn’t draw the contents ofsuit_names and rank_names.
18.3 Comparing cards
For built-in types, there are relational operators (<, >, ==, etc.) that compare values and de-
termine when one is greater than, less than, or equal to another. For programmer-deﬁned
types, we can override the behavior of the built-in operators by providing a method named
__lt__, which stands for “less than”.
__lt__ takes two parameters, self and other, and returns True if self is strictly less than
other.
The correct ordering for cards is not obvious. For example, which is better, the 3 of Clubs
or the 2 of Diamonds? One has a higher rank, but the other has a higher suit. In order to",100,"The retrieved context fully covers how the `__lt__` method is implemented for `Card` objects, including code examples and the rationale behind prioritizing suit over rank in comparisons. It explains the ambiguity in ordering cards and justifies the chosen convention, which directly supports the response. No essential information is missing, and the response could be generated solely from this context."
"How does inheritance work in the relationship between the `Deck` and `Hand` classes, and what happens when the `Hand` class overrides the `__init__` method?","In this relationship, `Hand` inherits from `Deck`, meaning it automatically gains access to `Deck`’s methods like `pop_card` and `add_card`. 

When `Hand` overrides the `__init__` method, it replaces the `Deck` class's initialization logic with its own. Instead of the `Deck` method (which populates a list with 52 cards), Python executes the `Hand` method, which initializes the hand as an empty list and sets a custom label.","class in parentheses:
class Hand(Deck):
""""""Represents a hand of playing cards.""""""
This deﬁnition indicates that Hand inherits from Deck; that means we can use methods like
pop_card and add_card for Hands as well as Decks.
When a new class inherits from an existing one, the existing one is called the parent and
the new class is called the child.
In this example, Hand inherits __init__ from Deck, but it doesn’t really do what we want:
instead of populating the hand with 52 new cards, the init method for Hands should ini-
tialize cards with an empty list.
If we provide an init method in the Hand class, it overrides the one in the Deck class:
# inside class Hand:
def __init__(self, label=''):
self.cards = []
self.label = label
When you create a Hand, Python invokes this init method, not the one in Deck.
>>> hand = Hand('new hand')
>>> hand.cards
[]
>>> hand.label
'new hand'
The other methods are inherited from Deck, so we can use pop_card and add_card to deal
a card:
>>> deck = Deck()
ure 18.2 shows the relationships between Card, Deck and Hand.
178 Chapter 18. Inheritance
Hand
Deck * Card
Figure 18.2: Class diagram.
The arrow with a hollow triangle head represents an IS-A relationship; in this case it indi-
cates that Hand inherits from Deck.
The standard arrow head represents a HAS-A relationship; in this case a Deck has refer-
ences to Card objects.
The star (*) near the arrow head is amultiplicity; it indicates how many Cards a Deck has.
A multiplicity can be a simple number, like 52, a range, like 5..7 or a star, which indicates
that a Deck can have any number of Cards.
There are no dependencies in this diagram. They would normally be shown with a dashed
arrow. Or if there are a lot of dependencies, they are sometimes omitted.
A more detailed diagram might show that a Deck actually contains a list of Cards, but
built-in types like list and dict are usually not included in class diagrams.
18.9 Debugging
As an exercise, write a Deck method named sort that uses the list method sort to sort the
cards in a Deck. sort uses the __lt__ method we deﬁned to determine the order.
18.7 Inheritance
Inheritance is the ability to deﬁne a new class that is a modiﬁed version of an existing class.
As an example, let’s say we want a class to represent a “hand”, that is, the cards held by
one player. A hand is similar to a deck: both are made up of a collection of cards, and both
require operations like adding and removing cards.
A hand is also different from a deck; there are operations we want for hands that don’t
make sense for a deck. For example, in poker we might compare two hands to see which
one wins. In bridge, we might compute a score for a hand in order to make a bid.
This relationship between classes—similar, but different—lends itself to inheritance. To
deﬁne a new class that inherits from an existing class, you put the name of the existing
class in parentheses:
class Hand(Deck):",100,"The retrieved context fully explains the inheritance relationship between `Deck` and `Hand`, including that `Hand` inherits methods like `pop_card` and `add_card` from `Deck`. It clearly describes how overriding the `__init__` method in `Hand` changes its initialization behavior—initializing an empty list instead of a full deck—and provides concrete code and examples. The context contains all necessary information to produce the response without relying on outside knowledge, with no significant irrelevant or missing details."
"What are the main types of relationships shown in a class diagram, and how are the IS-A and HAS-A relationships represented?","The main types of relationships in a class diagram are **IS-A**, **HAS-A**, and **dependency**.

*   **IS-A relationship:** Represented by an arrow with a hollow triangle head.
*   **HAS-A relationship:** Represented by a standard arrow head, often accompanied by a multiplicity (e.g., a star `*` or a number) to indicate the number of references.","abstract representation of the structure of a program. Instead of showing individual ob-
jects, it shows classes and the relationships between them.
There are several kinds of relationship between classes:
• Objects in one class might contain references to objects in another class. For example,
each Rectangle contains a reference to a Point, and each Deck contains references to
many Cards. This kind of relationship is called HAS-A, as in, “a Rectangle has a
Point.”
• One class might inherit from another. This relationship is called IS-A, as in, “a Hand
is a kind of a Deck.”
• One class might depend on another in the sense that objects in one class take ob-
jects in the second class as parameters, or use objects in the second class as part of a
computation. This kind of relationship is called a dependency.
A class diagram is a graphical representation of these relationships. For example, Fig-
ure 18.2 shows the relationships between Card, Deck and Hand.
178 Chapter 18. Inheritance
Hand
ure 18.2 shows the relationships between Card, Deck and Hand.
178 Chapter 18. Inheritance
Hand
Deck * Card
Figure 18.2: Class diagram.
The arrow with a hollow triangle head represents an IS-A relationship; in this case it indi-
cates that Hand inherits from Deck.
The standard arrow head represents a HAS-A relationship; in this case a Deck has refer-
ences to Card objects.
The star (*) near the arrow head is amultiplicity; it indicates how many Cards a Deck has.
A multiplicity can be a simple number, like 52, a range, like 5..7 or a star, which indicates
that a Deck can have any number of Cards.
There are no dependencies in this diagram. They would normally be shown with a dashed
arrow. Or if there are a lot of dependencies, they are sometimes omitted.
A more detailed diagram might show that a Deck actually contains a list of Cards, but
built-in types like list and dict are usually not included in class diagrams.
18.9 Debugging
deﬁned class.
parent class: The class from which a child class inherits.
child class: A new class created by inheriting from an existing class; also called a “sub-
class”.
IS-A relationship: A relationship between a child class and its parent class.
HAS-A relationship: A relationship between two classes where instances of one class con-
tain references to instances of the other.
dependency: A relationship between two classes where instances of one class use in-
stances of the other class, but do not store them as attributes.
18.12. Exercises 181
class diagram: A diagram that shows the classes in a program and the relationships be-
tween them.
multiplicity: A notation in a class diagram that shows, for a HAS-A relationship, how
many references there are to instances of another class.
data encapsulation: A program development plan that involves a prototype using global
variables and a ﬁnal version that makes the global variables into instance attributes.
18.12 Exercises",100,"The retrieved context thoroughly covers the main types of relationships in class diagrams (IS-A, HAS-A, dependency), explicitly explains how IS-A and HAS-A are represented graphically (hollow triangle arrowhead for IS-A, standard arrowhead with multiplicity for HAS-A), and provides clear definitions and examples. There is no missing critical information, and the response could be generated fully from the given context without outside knowledge."
Describe the process of data encapsulation as a development plan and how it applies to transforming a program that uses global variables into one that uses classes and instance attributes.,"Data encapsulation serves as an object-oriented design strategy used to manage program state when the necessary objects are not immediately obvious. The process involves two primary steps:

1.  **Encapsulation of State:** Identify global variables used by multiple functions and group them as attributes within a new class. By moving these variables into the `__init__` method of a class, you create instances that maintain their own independent state, allowing multiple, separate analyses to run simultaneously without interference.
2.  **Transformation to Methods:** Convert the original functions that read or modify these variables into methods of the class. These methods now access the state via `self`, ensuring that operations are performed on specific instances rather than global data.

This approach replaces global, shared state with localized instance attributes, improving modularity and allowing the program to handle multiple, concurrent, and independent tasks.","that case you need a different development plan. In the same way that we discovered
function interfaces by encapsulation and generalization, we can discover class interfaces
by data encapsulation.
Markov analysis, from Section 13.8, provides a good example. If you download my
code from https://thinkpython.com/code/markov.py, you’ll see that it uses two global
variables— suffix_map and prefix—that are read and written from several functions.
suffix_map = {}
prefix = ()
Because these variables are global, we can only run one analysis at a time. If we read two
texts, their preﬁxes and sufﬁxes would be added to the same data structures (which makes
for some interesting generated text).
To run multiple analyses, and keep them separate, we can encapsulate the state of each
analysis in an object. Here’s what that looks like:
class Markov:
def __init__(self):
self.suffix_map = {}
self.prefix = ()
Next, we transform the functions into methods. For example, here’sprocess_word:
4. Transform the associated functions into methods of the new class.
As an exercise, download my Markov code from https://thinkpython.com/code/
markov.py, and follow the steps described above to encapsulate the global variables
as attributes of a new class called Markov. Solution: https://thinkpython.com/code/
markov2.py.
18.11 Glossary
encode: To represent one set of values using another set of values by constructing a map-
ping between them.
class attribute: An attribute associated with a class object. Class attributes are deﬁned
inside a class deﬁnition but outside any method.
instance attribute: An attribute associated with an instance of a class.
veneer: A method or function that provides a different interface to another function with-
out doing much computation.
inheritance: The ability to deﬁne a new class that is a modiﬁed version of a previously
deﬁned class.
parent class: The class from which a child class inherits.
should be the same as the old. It should take the same parameters, return the same type,
and obey the same preconditions and postconditions. If you follow this rule, you will ﬁnd
that any function designed to work with an instance of a parent class, like a Deck, will also
work with instances of child classes like a Hand and PokerHand.
If you violate this rule, which is called the “Liskov substitution principle”, your code will
collapse like (sorry) a house of cards.
18.10 Data encapsulation
The previous chapters demonstrate a development plan we might call “object-oriented
design”. We identiﬁed objects we needed—like Point, Rectangle and Time—and deﬁned
classes to represent them. In each case there is an obvious correspondence between the
object and some entity in the real world (or at least a mathematical world).
But sometimes it is less obvious what objects you need and how they should interact. In
that case you need a different development plan. In the same way that we discovered",75,"The retrieved context contains the key ideas about data encapsulation as a development plan: identifying global variables and encapsulating them as instance attributes within a class, then converting functions into methods accessing that state via self. It includes a concrete example (Markov analysis) illustrating the transformation from global variables to instance attributes and methods. However, the context is somewhat fragmented and includes extraneous text (glossary entries, unrelated principles) that may distract. Also, the explanation of the process is somewhat implicit rather than explicitly laid out step-by-step, requiring some inference. Despite these minor issues, the context is sufficient to fully generate the given response without outside knowledge."
How can you rewrite a simple if-else statement that assigns a value to a variable using a conditional expression? Provide an example.,"You can rewrite an if-else statement as a conditional expression when both branches assign a value to the same variable. The format follows: `variable = value_if_true if condition else value_if_false`.

**Example:**
Instead of:
```python
if x > 0:
    y = math.log(x)
else:
    y = float('nan')
```
You can write:
```python
y = math.log(x) if x > 0 else float('nan')
```","We can rewrite this one like this:
def __init__(self, name, contents=None):
self.name = name
self.pouch_contents = [] if contents == None else contents
In general, you can replace a conditional statement with a conditional expression if both
branches contain simple expressions that are either returned or assigned to the same vari-
able.
19.2 List comprehensions
In Section 10.7 we saw the map and ﬁlter patterns. For example, this function takes a list
of strings, maps the string method capitalize to the elements, and returns a new list of
strings:
def capitalize_all(t):
res = []
for s in t:
res.append(s.capitalize())
return res
We can write this more concisely using a list comprehension:
def capitalize_all(t):
return [s.capitalize() for s in t]
The bracket operators indicate that we are constructing a new list. The expression inside
the brackets speciﬁes the elements of the list, and the for clause indicates what sequence
we are traversing.
a special ﬂoating-point value that represents “Not a Number”.
We can write this statement more concisely using a conditional expression:
y = math.log(x) if x > 0 else float('nan')
You can almost read this line like English: “ y gets log-x if x is greater than 0; otherwise it
gets NaN”.
Recursive functions can sometimes be rewritten using conditional expressions. For exam-
ple, here is a recursive version of factorial:
def factorial(n):
if n == 0:
return 1
else:
return n * factorial(n-1)
184 Chapter 19. The Goodies
We can rewrite it like this:
def factorial(n):
return 1 if n == 0 else n * factorial(n-1)
Another use of conditional expressions is handling optional arguments. For example, here
is the init method from GoodKangaroo (see Exercise 17.2):
def __init__(self, name, contents=None):
self.name = name
if contents == None:
contents = []
self.pouch_contents = contents
We can rewrite this one like this:
def __init__(self, name, contents=None):
self.name = name
The Goodies
One of my goals for this book has been to teach you as little Python as possible. When
there were two ways to do something, I picked one and avoided mentioning the other. Or
sometimes I put the second one into an exercise.
Now I want to go back for some of the good bits that got left behind. Python provides a
number of features that are not really necessary—you can write good code without them—
but with them you can sometimes write code that’s more concise, readable or efﬁcient, and
sometimes all three.
19.1 Conditional expressions
We saw conditional statements in Section 5.4. Conditional statements are often used to
choose one of two values; for example:
if x > 0:
y = math.log(x)
else:
y = float('nan')
This statement checks whether x is positive. If so, it computes math.log. If not, math.log
would raise a ValueError. To avoid stopping the program, we generate a “NaN”, which is
a special ﬂoating-point value that represents “Not a Number”.",100,"The retrieved context explicitly explains how to rewrite an if-else statement as a conditional expression, provides the exact syntax, and includes the same example used in the response. The context includes the necessary explanation and example to generate the response without relying on outside knowledge. Although there is some additional unrelated text, it does not detract from the clarity or completeness of the relevant information."
